Composite Ticker,Composite Name,RIC,Bloomberg Symbol,FutVal,Exchange,52 Week Price Range,AveVol,NAV Date,NAV,AUM,Market Cap,Leverage,Inception Date,Expense Ratio,MorningStar Category,ETF Type,Total Holdings,YTD Return,1 month Return,1 Year Return,3 Year Return,Percent Above Constituent's 200 Day Moving Average,Advances,Declines,Advancing Volume,Declining Volume,New 1 Year Highs,New 1 Year Lows,FutVal,FutVal,FutVal,FutVal,FutVal,CUSIP,ISIN,Description
IBMK,iShares iBonds Dec 2022 Term Muni Bond ETF,IBMK.K,IBMK:US,,NYSEArca,25.89 - 26.16,62967,04/14/2020,26.14,338521068,337088500,1,2015-09-01,0.18,,US Fixed Income ETF,1408,,,,,na,na,na,na,na,na,na,,,,,,46435G755,BYNJ2V6,The investment seeks to track the investment results of the S&amp;P AMT-Free Municipal Series Dec 2022 IndexTM  which measures the performance of investment-grade  non-callable U.S. municipal bonds maturing in 2022.  The fund generally will invest at least 90% of its assets in the component securities of the underlying index  and may invest up to 10% of its assets in certain futures  options and swap conacts  cash and cash equivalents  including shares of money market funds advised by BFA or its affiliates  as well as in securities not included in the underlying index  but which BFA believes will help the fund track the underlying index.
IBDO,iShares iBonds Dec 2023 Corporate ETF,IBDO.K,IBDO:US,,NYSEArca,25.20 - 25.78,251532,04/14/2020,25.35,985001540,996114000,1,2015-03-11,0.10,,US Fixed Income ETF,491,,,,,na,na,na,na,na,na,na,,,,,,46434VAX8,BWC54J3,The investment seeks to track the investment results of the Bloomberg Barclays December 2023 Maturity Corporate Index which composed of U.S. dollar-denominated  investment-grade corporate bonds maturing in 2023.  The fund generally will invest at least 90% of its assets in the component securities of the underlying index. The underlying index is composed of U.S. dollar-denominated  taxable  investment-grade corporate bonds scheduled to mature after December 31  2022 and before December 16  2023.
IBML,iShares iBonds Dec 2023 Term Muni Bond ETF,IBML.K,IBML:US,,BATS,25.63 - 25.67,46330,04/14/2020,25.78, ,232585000,1,2017-04-11,0.18,,US Fixed Income ETF,1111,,,,,na,na,na,na,na,na,na,,,,,,46435G318,BD60093,The investment seeks to track the investment results of the S&amp;P AMT-Free Municipal Series Dec 2023 IndexTM composed of investment-grade U.S. municipal bonds maturing after December 31  2022 and before December 2  2023.  The fund generally will invest at least 90% of its assets in the component securities of the index  and may invest up to 10% of its assets in certain futures  options and swap conacts  cash and cash equivalents. The index includes municipal bonds primarily from issuers that are state or local governments or agencies such that the interest on the bonds is exempt from U.S. federal income taxes. The fund is non-diversified.
IBDP,iShares iBonds Dec 2024 Corporate ETF,IBDP.K,IBDP:US,,NYSEArca,25.25 - 25.70,254480,04/14/2020,25.18,754264424,761928000,1,2015-03-11,0.10,,US Fixed Income ETF,478,,,,,na,na,na,na,na,na,na,,,,,,46434VBG4,BWC54D7,The investment seeks to track the investment results of the Bloomberg Barclays December 2024 Maturity Corporate Index which composed of U.S. dollar-denominated  investment-grade corporate bonds maturing in 2024.  The fund generally will invest at least 90% of its assets in the component securities of the underlying index. The underlying index is composed of U.S. dollar-denominated  taxable  investment-grade corporate bonds scheduled to mature after December 31  2023 and before December 16  2024.
IBDQ,iShares iBonds Dec 2025 Corporate ETF,IBDQ.K,IBDQ:US,,NYSEArca,25.26 - 25.85,221675,04/14/2020,25.66,559454425,563312000,1,2015-03-11,0.10,,US Fixed Income ETF,411,,,,,na,na,na,na,na,na,na,,,,,,46434VBD1,BWC54H1,The investment seeks to track the investment results of the Bloomberg Barclays December 2025 Maturity Corporate Index which composed of U.S. dollar-denominated  investment-grade corporate bonds maturing in 2025.  The fund generally will invest at least 90% of its assets in the component securities of the underlying index. The underlying index is composed of U.S. dollar-denominated  taxable  investment-grade corporate bonds scheduled to mature after December 31  2024 and before December 16  2025.
IBDR,iShares iBonds Dec 2026 Term Corporate ETF,IBDR.K,IBDR:US,,NYSEArca,24.61 - 25.46,192154,04/14/2020,25.24,383698054,387752000,1,2016-09-13,0.10,,US Fixed Income ETF,381,,,,,na,na,na,na,na,na,na,,,,,,46435GAA0,BD8CS15,The investment seeks to track the investment results of the Bloomberg Barclays December 2026 Maturity Corporate Index composed of U.S. dollar-denominated  investment-grade corporate bonds maturing in 2026.  The fund generally will invest at least 90% of its assets in the component securities of the underlying index  and may invest up to 10% of its assets in certain futures  options and swap conacts  cash and cash equivalents. The index includes U.S. dollar-denominated  investment-grade securities publicly issued by U.S. and non-U.S. corporate issuers that have $300 million or more of outstanding face value at the time of inclusion. It is non-diversified.
IBDS,iShares iBonds Dec 2027 Term Corp ETF,IBDS.K,IBDS:US,,NYSEArca,24.53 - 25.49,118875,04/14/2020,25.23, ,266136000,1,2017-09-12,0.10,,US Fixed Income ETF,322,,,,,na,na,na,na,na,na,na,,,,,,46435UAA9,BF35181,The investment seeks to meet its investment objective generally by investing in individual securities which satisfy the criteria of the Bloomberg Barclays December 2027 Maturity Corporate Index.  The fund generally will invest at least 90% of its assets in the component securities of the underlying index  except during the last months of the fund's operations  and may invest up to 10% of its assets in certain futures  options and swap conacts  cash and cash equivalents  including shares of money market funds. The index is composed of U.S. dollar-denominated  investment-grade corporate bonds maturing in 2027. The fund is non-diversified.
IBDT,iShares iBonds Dec 2028 Term Corporate ETF,IBDT.K,IBDT:US,,NYSEArca,25.86 - 27.39,43966,04/14/2020,26.93, ,139893000, ,2018-09-18,0.10,,US Fixed Income ETF,284,,,,,na,na,na,na,na,na,na,,,,,,46435U515,BGMK634,
IBMI,iShares iBonds Sep 2020 AMT-Free Muni Bd ETF,IBMI.K,IBMI:US,,NYSEArca,25.27 - 25.51,38309,04/14/2020,25.51,311273752,309819000,1,2014-08-12,0.18,,US Fixed Income ETF,1085,,,,,na,na,na,na,na,na,na,,,,,,46434V571,BQ1FYP8,The investment seeks to track the investment results of the S&amp;P AMT-Free Municipal Series 2020 IndexTM.  The fund generally will invest at least 90% of its assets in the component securities of the underlying index  and may invest up to 10% of its assets in certain futures  options and swap conacts  cash and cash equivalents  as well as in securities not included in the underlying index  but which the advisor believes will help the fund track the underlying index. The underlying index measures the performance of investment-grade  non-callable U.S. municipal bonds maturing in 2020.
IBDL,iShares iBonds? Dec 2020 Corporate ETF,IBDL.K,IBDL:US,,NYSEArca,25.14 - 25.32,317108,04/14/2020,25.21,1144414416,1143626000,1,2014-12-02,0.10,,US Fixed Income ETF,313,,,,,na,na,na,na,na,na,na,,,,,,46434VAQ3,BT9QFC8,The investment seeks to track the investment results of the Bloomberg Barclays December 2020 Maturity Corporate Index (the 'underlying index').  The fund generally will invest at least 90% of its assets in the component securities of the underlying index. The underlying index is composed of U.S. dollar-denominated  taxable  investment-grade corporate bonds scheduled to mature after December 31  2019 and before December 16  2020.
HYXE,iShares iBoxx $ HY ex Oil  &  Gas Corp Bd ETF,HYXE.O,HYXE:US,,NasdaqGS,49.23 - 51.28,31561,04/14/2020,48.75, ,42194000,1,2016-06-14,0.50,,US Fixed Income ETF,743,,,,,na,na,na,na,na,na,na,,,,,,46435G441,BDC5YX4,The investment seeks to track the investment results of the Markit iBoxx   USD Liquid High Yield ex-Oil and Gas Index composed of a broad range of U.S. dollar-denominated  high yield corporate bonds that excludes those issued by companies in the Oil and Gas sector.  The fund generally will invest at least 90% of its assets in the component securities of the index. The index is designed to reflect the performance of U.S. dollar-denominated  high yield corporate bonds  excluding those issued by companies in the Oil and Gas sector  as determined by the index provider. The fund is non-diversified.
HYG,iShares iBoxx . HY Corp Bond Fund ETF,HYG,HYG:US,,NYSEArca,81.49 - 84.05,42024062,04/14/2020,79.4,15888779019,16244118000,1,2007-04-04,0.49,,US Fixed Income ETF,1011,,,,,na,na,na,na,na,na,na,,,,,,464288513,B1VZ486,The investment seeks to track the investment results of the Markit iBoxx   USD Liquid High Yield Index (the 'underlying index').  The underlying index is a rules-based index consisting of liquid  U.S. dollar-denominated  high yield corporate bonds for sale in the United States. The fund generally will invest at least 90% of its assets in the component securities of the underlying index and may invest up to 10% of its assets in certain futures  options and swap conacts  cash and cash equivalents  as well as in securities not included in the underlying index.
EWY,iShares Inc iShares MSCI South Korea ETF,EWY,EWY:US,,NYSEArca,48.84 - 50.04,5976190,04/14/2020,48.78,3804485022,3796260000,1,2000-05-09,0.59,,Global Equity ETF,117,,,,,na,na,na,na,na,na,na,,,,,,464286772,2592561,The investment seeks to track the investment results of the MSCI Korea 25/50 Index.  The fund will at all times invest at least 80% of its assets in the securities of its underlying index and in depositary receipts representing securities in its underlying index. The underlying index is a free float-adjusted market capitalization-weighted index with a capping methodology applied to issuer weights so that no single issuer of a component exceeds 25% of the underlying index weight  and all issuers with a weight above 5% do not cumulatively exceed 50% of the underlying index weight. The fund is non-diversified.
LQDI,iShares Inflation Hedged Corp Bd ETF,LQDI.K,LQDI:US,,BATS,24.90 - 25.62,1151,04/14/2020,25.71, ,7702140, ,2018-05-08,0.19,,Commodity Based ETF,na,,,,,na,na,na,na,na,na,na,,,,,,46431W580,BFMXY87,
EMBH,iShares Interest Rate Hdg Em Mkts Bd ETF,EMBH.K,EMBH:US,,NYSEArca,20.05 - 20.60,1382,04/14/2020,20.57,5142099,5136575,1,2015-07-22,0.48,,Commodity Based ETF,na,,,,,na,na,na,na,na,na,na,,,,,,46431W820,BYVH4W7,The investment seeks to mitigate the interest rate risk of a portfolio composed of U.S. dollar-denominated  emerging market bonds.  The fund invests at least 80% of its net assets in U.S. dollar-denominated emerging market bonds  in one or more underlying funds that principally invest in emerging market bonds  and in U.S. Treasury securities. It may also invest in other ETFs  U.S. government securities  options and swap conacts  short-term paper  cash and cash equivalents  including shares of money market funds advised by BFA or its affiliates.
IGBH,iShares Interest Rate Hdg L/T Corp BdETF,IGBH.K,IGBH:US,,NYSEArca,21.50 - 22.44,21224,04/14/2020,22.33, ,45510000,1,2015-07-22,0.16,,Commodity Based ETF,na,,,,,na,na,na,na,na,na,na,,,,,,46431W812,BYVH4V6,The investment seeks to mitigate the interest rate risk of a portfolio composed of U.S. dollar-denominated investment-grade corporate bonds with remaining maturities greater than ten years.  The fund invests at least 80% of its net assets in U.S. dollar-denominated investment-grade corporate bonds with remaining maturities greater than ten years  in one or more underlying funds that principally invest in U.S. dollar-denominated investment-grade corporate bonds.
LQDH,iShares Interest Rate Hedged Corp Bd ETF,LQDH.K,LQDH:US,,NYSEArca,87.99 - 92.35,52482,04/14/2020,88.63,181696033,183516000,1,2014-05-27,0.24,,US Fixed Income ETF,17,,,,,na,na,na,na,na,na,na,,,,,,46431W705,BN40JX2,The investment seeks to mitigate the interest rate risk of a portfolio composed of U.S. dollar-denominated  investment-grade corporate bonds.  The fund seeks to invest  at least 80% of its net assets in U.S. dollar-denominated investment-grade bonds  in one or more underlying funds that principally invest in investment-grade bonds  and in U.S. Treasury securities (or cash equivalents). It is an actively managed exchange-aded fund that does not seek to replicate the performance of a specified index.
HYGH,iShares Interest Rate Hedged High Yld Bd ETF,HYGH.K,HYGH:US,,NYSEArca,80.56 - 82.89,14988,04/14/2020,80.39,88425991,88902000,1,2014-05-27,0.53,,Commodity Based ETF,na,,,,,na,na,na,na,na,na,na,,,,,,46431W606,BN40JR6,The investment seeks to mitigate the interest rate risk of a portfolio composed of U.S. dollar-denominated  high yield corporate bonds.  The fund seeks to achieve its investment objective by investing  under normal circumstances  at least 80% of its net assets in U.S. dollar-denominated high yield bonds  in one or more underlying funds that principally invest in high yield bonds  and in U.S. Treasury securities (or cash equivalents). It may also invest in other interest rate futures conacts  including but not limited to  Eurodollar and Federal Funds futures.
IGIB,iShares Intermediate-Term Corp Bd ETF,IGIB.O,IGIB:US,,NasdaqGS,53.82 - 57.49,1830529,04/14/2020,56.72, ,8248368000,1,2007-01-05,0.06,,US Fixed Income ETF,2105,,,,,na,na,na,na,na,na,na,,,,,,464288638,B1MYR27,The investment seeks to track the investment results of the ICE BofAML 5-10 Year US Corporate Index.  The fund generally invests at least 90% of its assets in securities of the underlying index. The index measures the performance of investment-grade corporate bonds that are U.S. dollar-denominated and have a remaining maturity of greater than or equal to five years and less than ten years. The fund may invest the remainder of its assets in certain futures  options and swap conacts  cash and cash equivalents.
IGRO,iShares International Dividend Growth ETF,IGRO.K,IGRO:US,,BATS,46.87 - 47.73,23256,04/14/2020,47.09, ,75216000,1,2016-05-17,0.22,,Global Fixed Income ETF,451,,,,,na,na,na,na,na,na,na,,,,,,46435G524,BD8CQ44,The investment seeks to track the investment results of the Morningstar   Global ex-US Dividend Growth IndexSM.  The fund generally will invest at least 90% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index and may invest up to 10% of its assets in certain futures  options and swap conacts  cash and cash equivalents. The index is a dividend dollars weighted index that seeks to measure the performance of international equities selected based on a consistent history of growing dividends. It is non-diversified.
EMB,iShares JP Morgan Em Bond Fd ETF,EMB.O,EMB:US,,NasdaqGS,99.32 - 102.35,5188896,04/14/2020,99.23,12106365976,12340300000,1,2007-12-17,0.39,,US Fixed Income ETF,501,,,,,na,na,na,na,na,na,na,,,,,,464288281,B2B1JH5,The investment seeks to track the investment results of the J.P. Morgan EMBI   Global Core Index composed of U.S. dollar-denominated  emerging market bonds.  The fund generally will invest at least 90% of its assets in the component securities of the underlying index and may invest up to 10% of its assets in certain futures  options and swap conacts  cash and cash equivalents  as well as in securities not included in the underlying index. The index is a broad  diverse U.S. dollar-denominated emerging markets debt benchmark that acks the total return of actively aded external debt insuments in emerging market counies. The fund is non-diversified.
JPXN,iShares JPX-Nikkei 400 ETF,JPXN.K,JPXN:US,,NYSEArca,58.10 - 58.16,5231,04/14/2020,53.79, ,80889750,1,2001-10-23,0.48,,Global Equity ETF,397,,,,,na,na,na,na,na,na,na,,,,,,464287382,2812968,The investment seeks to track the investment results of the JPX-Nikkei Index 400 composed of Japanese equities.  The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. The underlying index may include large-  mid- or small-capitalization companies. The currency of the component securities of the underlying index is the Japanese yen ('JPY').
DSI,iShares KLD 400 Social Index Fund ETF,DSI,DSI:US,,NYSEArca,104.38 - 106.33,101753,04/14/2020,103.91,1688617564,1661280000,1,2006-11-14,0.25,,US Equity ETF,407,,,,,na,na,na,na,na,na,na,,,,,,464288570,B1HMF44,iShares MSCI KLD 400 Social ETF is an exchange-traded fund incorporated in the USA. The Fund seeks investment results that correspond generally to the MSCI KLD 400 Social Index which tracks common stocks of companies that are within the MSCI USA IMI Index and are determined to have positive environmental social and governance characteristics.
ILF,iShares Latin America 40 Index Fund ETF,ILF,ILF:US,,NYSEArca,19.33 - 20.12,1980509,04/14/2020,19.45,846099664,845640000,1,2001-10-25,0.48,,Global Equity ETF,50,,,,,na,na,na,na,na,na,na,,,,,,464287390,2812980,The investment seeks to track the investment results of the S&amp;P Latin America 40TM composed of 40 of the largest Latin American equities.  The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. It seeks to track the investment results of the S&amp;P Latin America 40TM (the 'underlying index')  which is comprised of selected equities ading on the exchanges of five Latin American counies. The fund is non-diversified.
ICSH,iShares Liquidity Income ETF,ICSH.K,ICSH:US,,BATS,50.05 - 50.18,264232,04/14/2020,50.14,2584511986,2586263500,1,2013-12-11,0.08,,US Fixed Income ETF,390,,,,,na,na,na,na,na,na,na,,,,,,46434V878,BH7CTW2,The investment seeks to provide current income consistent with preservation of capital.  The fund seeks to achieve its investment objective by investing  under normal circumstances  at least 80% of its net assets in a portfolio of U.S. dollar-denominated investment-grade fixed- and floating-rate debt securities that are rated BBB- or higher by S&amp;P Global Ratings and/or Fitch Ratings  Inc. ('Fitch')  or Baa3 or higher by Moody's Investors Service  Inc. ('Moody's')  or  if unrated  determined by BFA to be of equivalent quality.
IGLB,iShares Long-Term Corporate Bond ETF,IGLB.K,IGLB:US,,NYSEArca,66.18 - 68.33,389300,04/14/2020,65.89, ,1917891000,1,2009-12-08,0.06,,US Fixed Income ETF,2388,,,,,na,na,na,na,na,na,na,,,,,,464289511,B4VTBY4,The investment seeks to track the investment results of the ICE BofAML 10+ Year US Corporate Index.  The fund generally will invest at least 90% of its assets in the component securities of the underlying index and may invest up to 10% of its assets in certain futures  options and swap conacts  cash and cash equivalents. The underlying index measures the performance of U.S. dollar-denominated investment-grade corporate bonds that have a remaining maturity of greater than or equal to ten years.
JKD,iShares Morningstar Large Core Index Fund ETF,JKD,JKD:US,,NYSEArca,157.79 - 160.46,19429,04/14/2020,156.68,705067920,704655000,1,2004-06-28,0.20,,US Equity ETF,81,,,,,na,na,na,na,na,na,na,,,,,,464287127,B01RGN4,The investment seeks to track the investment results of the Morningstar   Large Core IndexSM composed of large-capitalization U.S. equities.  The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. The underlying index measures the performance of stocks issued by large-capitalization companies that have exhibited average 'growth' and 'value' characteristics as determined by Morningstar  Inc.'s ('Morningstar' or the 'index provider') proprietary index methodology.
JKE,iShares Morningstar Large Growth Index Fund ETF,JKE,JKE:US,,NYSEArca,196.98 - 199.71,76645,04/14/2020,197.95,1296594993,1287195000,1,2004-06-28,0.25,,US Equity ETF,72,,,,,na,na,na,na,na,na,na,,,,,,464287119,B01RGM3,The investment seeks to track the investment results of the Morningstar   Large Growth IndexSM composed of large-capitalization U.S. equities that exhibit growth characteristics.  The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. The underlying index measures the performance of stocks issued by large-capitalization companies that have exhibited above-average 'growth' characteristics as determined by Morningstar  Inc.'s ('Morningstar' or the 'index provider') proprietary index methodology.
JKF,iShares Morningstar Large Value Index Fund ETF,JKF,JKF:US,,NYSEArca,107.00 - 107.36,15389,04/14/2020,93.4,434293939,434728500,1,2004-06-28,0.25,,US Equity ETF,83,,,,,na,na,na,na,na,na,na,,,,,,464288109,B01RGK1,The investment seeks to track the investment results of the Morningstar   Large Value IndexSM composed of large-capitalization U.S. equities that exhibit value characteristics.  The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. The underlying index measures the performance of stocks issued by large-capitalization companies that have exhibited above-average 'value' characteristics as determined by Morningstar  Inc.'s ('Morningstar' or the 'index provider') proprietary index methodology.
JKG,iShares Morningstar Mid Core Index Fund ETF,JKG,JKG:US,,NYSEArca,166.89 - 171.73,20269,04/14/2020,164.26,558488576,557668000,1,2004-06-28,0.25,,US Equity ETF,187,,,,,na,na,na,na,na,na,na,,,,,,464288208,B01RGW3,The investment seeks to track the investment results of the Morningstar   Mid Core IndexSM composed of mid-capitalization U.S. equities.  The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. The underlying index measures the performance of stocks issued by mid-capitalization companies that have exhibited average 'growth' and 'value' characteristics as determined by Morningstar  Inc.'s ('Morningstar' or the 'index provider') proprietary index methodology.
JKH,iShares Morningstar Mid Growth Index Fund ETF,JKH,JKH:US,,NYSEArca,233.32 - 238.85,25677,04/14/2020,232.25,452896646,453121500,1,2004-06-28,0.30,,US Equity ETF,181,,,,,na,na,na,na,na,na,na,,,,,,464288307,B01RGV2,The investment seeks to track the investment results of the Morningstar   Mid Growth IndexSM composed of mid-capitalization U.S. equities that exhibit growth characteristics.  The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. The underlying index measures the performance of stocks issued by mid-capitalization companies that have exhibited above-average 'growth' characteristics as determined by Morningstar  Inc.'s ('Morningstar' or the 'index provider') proprietary index methodology.
JKI,iShares Morningstar Mid Value Index Fund ETF,JKI.O,JKI:US,,NasdaqGS,117.04 - 121.35,21264,04/14/2020,115.56, ,323988000,1,2004-06-28,0.30,,US Equity ETF,184,,,,,na,na,na,na,na,na,na,,,,,,464288406,B01RGT0,The investment seeks to track the investment results of the Morningstar   Mid Value IndexSM composed of mid-capitalization U.S. equities that exhibit value characteristics.  The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. The underlying index measures the performance of stocks issued by mid-capitalization companies that have exhibited 'value' characteristics as determined by Morningstar  Inc.'s ('Morningstar' or the 'index provider') proprietary index methodology.
IYLD,iShares Morningstar Multi-Asset Income ETF,IYLD.K,IYLD:US,,BATS,20.77 - 21.34,188014,04/14/2020,21.01,283587062,282960000,1,2012-04-03,0.60,,US Asset Allocation ETF,13,,,,,na,na,na,na,na,na,na,,,,,,46432F875,B7N3GY0,The investment seeks to track the investment results of the Morningstar     Multi-Asset High Income IndexSM.  The fund generally will invest at least 90% of its assets in the component securities of the underlying index and may invest up to 10% of its assets in certain futures  options and swap conacts  cash and cash equivalents. The index is broadly diversified and seeks to deliver high current income while maintaining long-term capital appreciation. The fund is a fund-of-funds and invests primarily in the securities of the underlying funds that themselves seek investment results corresponding to their own underlying indexes.
JKJ,iShares Morningstar Small Core Index Fund ETF,JKJ,JKJ:US,,NYSEArca,135.29 - 138.84,7283,04/14/2020,132.92,172801693,172854630,1,2004-06-28,0.25,,US Equity ETF,260,,,,,na,na,na,na,na,na,na,,,,,,464288505,B01RGS9,The investment seeks to track the investment results of the Morningstar   Small Core IndexSM composed of small-capitalization U.S. equities.  The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. The underlying index measures the performance of stocks issued by small-capitalization companies that have exhibited average 'growth' and 'value' characteristics as determined by Morningstar  Inc.'s ('Morningstar' or the 'index provider') proprietary index methodology.
JKK,iShares Morningstar Small Growth Index Fund ETF,JKK,JKK:US,,NYSEArca,175.45 - 180.75,8606,04/14/2020,174.16,174158308,174192700,1,2004-06-28,0.30,,US Equity ETF,230,,,,,na,na,na,na,na,na,na,,,,,,464288604,B01RGQ7,The investment seeks to track the investment results of the Morningstar   Small Growth IndexSM composed of small-capitalization U.S. equities that exhibit growth characteristics.  The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. The underlying index measures the performance of stocks issued by small-capitalization companies that have exhibited above-average 'growth' characteristics as determined by Morningstar  Inc.'s ('Morningstar' or the 'index provider') proprietary index methodology.
JKL,iShares Morningstar Small Value Index Fund ETF,JKL,JKL:US,,NYSEArca,134.99 - 135.42,8232,04/14/2020,92.43,240316391,240292000,1,2004-06-28,0.30,,US Equity ETF,245,,,,,na,na,na,na,na,na,na,,,,,,464288703,B01RGP6,The investment seeks to track the investment results of the Morningstar   Small Value IndexSM composed of small-capitalization U.S. equities that exhibit value characteristics.  The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. The underlying index measures the performance of stocks issued by small-capitalization companies that have exhibited 'value' characteristics as determined by Morningstar  Inc.'s ('Morningstar' or the 'index provider') proprietary index methodology.
ACWI,iShares MSCI ACWI (All Country World Index) Index Fund ETF,ACWI.O,ACWI:US,,NasdaqGM,65.72 - 66.93,5133227,04/14/2020,65.82,10991651257,10975240000,1,2008-03-26,0.32,,Global Equity ETF,2369,,,,,na,na,na,na,na,na,na,,,,,,464288257,B2QKQH6,The investment seeks to track the investment results of the MSCI ACWI composed of large- and mid-capitalization developed and emerging market equities.  The fund generally will invest at least 90% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index is a free float-adjusted market capitalization index designed to measure the combined equity market performance of developed and emerging markets counies.
ACWX,iShares MSCI ACWI ex US Index Fund ETF,ACWX.O,ACWX:US,,NasdaqGM,38.77 - 39.37,2596375,04/14/2020,38.95,3139393777,3128892000,1,2008-03-26,0.32,,Global Equity ETF,1940,,,,,na,na,na,na,na,na,na,,,,,,464288240,B2QKQP4,The investment seeks to track the investment results of the MSCI ACWI ex USA Index composed of large- and mid-capitalization non-U.S. equities.  The fund generally will invest at least 90% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index is a free float-adjusted market capitalization-weighted index designed to measure the combined equity market performance of developed and emerging markets counies  excluding the United States.
CRBN,iShares MSCI ACWI Low Carbon Target ETF,CRBN.K,CRBN:US,,NYSEArca,107.90 - 109.56,21532,04/14/2020,107.7,441583899,441685210,1,2014-12-08,0.20,,US Equity ETF,1380,,,,,na,na,na,na,na,na,na,,,,,,46434V464,BT9Q3Y6,The investment seeks to track the investment results of the MSCI ACWI Low Carbon Target Index.  The fund generally will invest at least 90% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The underlying index is designed to address two dimensions of carbon exposure - carbon emissions and potential carbon emissions from fossil fuel reserves.
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund ETF,AAXJ.O,AAXJ:US,,NasdaqGM,61.35 - 62.49,1816919,04/14/2020,61.88,3440605729,3429408000,1,2008-08-13,0.68,,Global Equity ETF,1121,,,,,na,na,na,na,na,na,na,,,,,,464288182,B3B9631,The investment seeks to track the investment results of the MSCI AC Asia ex Japan Index.  The fund will invest at least 90% of its assets in the component securities of the index and in investments that have economic characteristics that are substantially identical to the component securities of the index. The index is a free float-adjusted market capitalization index designed to measure equity market performance of securities from the following 11 developed  emerging and frontier market counies or regions: China  Hong Kong  India  Indonesia  Malaysia  Pakistan  the Philippines  Singapore  South Korea  Taiwan and Thailand.
ACWV,iShares MSCI All Country World Minimum Volatility Index Fund ETF,ACWV.K,ACWV:US,,BATS,84.94 - 86.73,636488,04/14/2020,85.07,5274111406,5273100000,1,2011-10-18,0.20,,Global Equity ETF,485,,,,,na,na,na,na,na,na,na,,,,,,464286525,B74T2G1,The investment seeks to track the investment results of the MSCI ACWI Minimum Volatility (USD) Index.  The fund generally will invest at least 90% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index measures the combined performance of equity securities in both emerging and developed markets that  in the aggregate  have lower volatility relative to the broader developed and emerging markets.
EPU,iShares MSCI All Peru Capped Index Fund ETF,EPU,EPU:US,,NYSEArca,23.77 - 24.66,46174,04/14/2020,25.31,84780986,82510500,1,2009-06-19,0.59,,Global Equity ETF,32,,,,,na,na,na,na,na,na,na,,,,,,464289842,B605C22,The investment seeks to track the investment results of the MSCI All Peru Capped Index.  The fund generally will invest at least 90% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index is an index composed of Peruvian equities. The fund is non-diversified.
AGT,iShares MSCI Argentina & Glb Exps ETF,AGT,AGT:US,,BATS,14.96 - 15.51,10812,04/14/2020,14.84, ,5181855,1,2017-04-25,0.59,,Global Equity ETF,30,,,,,na,na,na,na,na,na,na,,,,,,46435G276,BF1ZKV9,The investment seeks to track the investment results of the MSCI All Argentina 25/50 Index (the 'underlying index').  The fund generally will invest at least 90% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index is designed to measure the broad Argentina equity universe  while including a minimum number of constituents  as defined by MSCI  Inc. (the 'index provider' or 'MSCI'). The fund is non-diversified.
EWA,iShares MSCI Australia Index Fund ETF,EWA,EWA:US,,NYSEArca,16.33 - 16.77,3844438,04/14/2020,16.67,983450527,977630000,1,1996-03-12,0.50,,Global Equity ETF,75,,,,,na,na,na,na,na,na,na,,,,,,464286103,2373658,The investment seeks to track the investment results of the MSCI Ausalia Index composed of Ausalian equities.  The fund generally invests at least 90% of its assets in the securities of its underlying index and in depositary receipts representing securities in its underlying index. The underlying index may include large-  mid- or small-capitalization companies. The components of the underlying index  and the degree to which these components represent certain indusies  are likely to change over time. The fund is non-diversified.
