NUM;ETF TYPE;EXCHANGE TRADED FUNDS NAME;ISIN;PRODUCT FAMILY;XETRA SYMBOL;REUTERS CODE;BLOOMBERG TICKER;MANAGEMENT FEE IN %;ONGOING CHARGES;USE OF PROFITS;REPLICATION METHOD;FUND CURRENCY;TRADING CURRENCY;MQV;MAX SPREAD;iNAV (REUTERS);iNAV (BLOOMBERG);BENCHMARK;HOMEPAGE ISSUER
744;ETF;First Trust Germany AlphaDEX UCITS ETF;DE000A2AEM85;First Trust;FTGG;FTGG.DE;FTGG GY;;0,65%;Accumulating;Full Replication;EUR;EUR;5000 shares;5,00%;;FTGGINAV;Nasdaq AlphaDEX Germany Index;www.ftglobalportfolios.com
745;ETF;Xtrackers USD Emerging Markets Bond Quality Weighted UCITS ETF 1D;IE00BD4DX952;Xtrackers;XQUA;XQUA.DE;XQUA GY;;0,50%;Distributing;Optimised;USD;EUR;4500 shares;5,00%;XQUAINAV.SG;XQUAIV;Markit iBoxx USD Emerging Markets Sovereigns Quality Weighted Index;www.etf.dws.com
746;ETF;UC Thomson Reuters Balanced European Convertible Bond UCITS ETF (dis);LU1372156916;Unicredit ETF;ECBC;ECBC.DE;ECBC GY;;0,75%;Distributing;Swap-based;EUR;EUR;50000 EUR;5,00%;3XLZINAV.DE;ECBCIV;Thomson Reuters Europe Focus Convertible Index;www.hypovereinsbank.de
747;ETF;Xtrackers II US Treasuries 1-3 UCITS ETF 1D;LU0429458895;Xtrackers;D5BE;D5BE.DE;D5BE GY;;0,07%;Distributing;Optimised;USD;EUR;50000 EUR;5,00%;XUT3INAV.SG;XUT3IV;Markit iBoxx USD Treasuries 1-3 Index;www.etf.dws.com
748;ETF;UBS ETF (IE) CMCI ex-Agriculture SF UCITS ETF (USD) A-acc;IE00BZ2GV965;UBS ETF;UEQU;UEQU.DE;UEQU GY;;0,34%;Accumulating;Swap-based;USD;EUR;100000 EUR;3,00%;.ICCXAAEUR;UETFUEQU;UBS Bloomberg CMCI ex Agriculture ex Livestock Capped Index;www.ubs.com/etf
749;ETF;UBS ETF (LU) Bloomberg Barclays USD Emerging Markets Sovereign UCITS ETF (hedged to EUR) A-acc;LU1324516308;UBS ETF;FRCK;FRCK.DE;FRCK GY;;0,47%;Accumulating;Full Replication;USD;EUR;100000 EUR;2,00%;.ISBEME;ISBEME;Bloomberg Barclays Emerging Markets USD Sovereign & Agency 3% Country Cap EUR Hedged Index;www.ubs.com/etf
750;ETF;iShares $ Corp Bond Interest Rate Hedged UCITS ETF USD (Dist);IE00BCLWRB83;iShares;IS3F;IS3F.DE;IS3F GY;;0,25%;Distributing;Optimised;USD;EUR;2500 shares;2,50%;X29LINAV.DE;INAVQDHE;Markit iBoxx USD Liquid Investment Grade Interest Rate Hedged Index;www.ishares.com
751;ETF;iShares $ Corp Bond UCITS ETF USD (Dist);IE0032895942;iShares;IBCD;IBCD.DE;IBCD GY;;0,20%;Distributing;Optimised;USD;EUR;100000 EUR;3,00%;LQDEINAV.DE;INAVUSDE;Markit iBoxx USD Liquid Investment Grade Index;www.ishares.com
752;ETF;iShares $ Treasury Bond 1-3yr UCITS ETF USD (Dist);IE00B14X4S71;iShares;IUSU;IUSU.DE;IUSU GY;;0,07%;Distributing;Optimised;USD;EUR;100000 EUR;1,00%;IBTSINAV.DE;INAVUSTE;ICE U.S. Treasury 1-3 Year Bond Index;www.ishares.com
753;ETF;iShares € Corp Bond Large Cap UCITS ETF EUR (Dist);IE0032523478;iShares;IBCS;IBCS.DE;IBCS GY;;0,20%;Distributing;Optimised;EUR;EUR;100000 EUR;1,50%;IBCXINAV.DE;INAVBCXG;Markit iBoxx EUR Liquid Corporates Large Cap Index;www.ishares.com
754;ETF;iShares € Govt Bond 1-3yr UCITS ETF EUR (Dist);IE00B14X4Q57;iShares;IBCA;IBCA.DE;IBCA GY;;0,20%;Distributing;Full Replication;EUR;EUR;100000 EUR;1,00%;IBGSINAV.DE;INAVEGBE;Bloomberg Barclays Euro Government Bond 1-3 Year Index;www.ishares.com
755;ETF;iShares Asia Pacific Dividend UCITS ETF USD (Dist);IE00B14X4T88;iShares;IQQX;IQQX.DE;IQQX GY;;0,59%;Distributing;Full Replication;USD;EUR;100000 EUR;1,20%;IAPDINAV.DE;INAVASDE;DJ Asia Pacific Select Dividend 30 Index;www.ishares.com
756;ETF;iShares China Large Cap UCITS ETF USD (Dist);IE00B02KXK85;iShares;IQQC;IQQC.DE;IQQC GY;;0,74%;Distributing;Full Replication;USD;EUR;100000 EUR;3,00%;FXCINAV.DE;INAVFXCE;FTSE China 50 Index;www.ishares.com
757;ETF;iShares Euro Dividend UCITS ETF EUR (Dist);IE00B0M62S72;iShares;IQQA;IQQA.DE;IQQA GY;;0,40%;Distributing;Full Replication;EUR;EUR;100000 EUR;1,20%;IDVYINAV.DE;INAVSSDE;EURO STOXX Select Dividend 30 Index;www.ishares.com
758;ETF;iShares EURO STOXX Mid UCITS ETF EUR (Dist);IE00B02KXL92;iShares;IQQM;IQQM.DE;IQQM GY;;0,40%;Distributing;Optimised;EUR;EUR;100000 EUR;1,50%;DJMCINAV.DE;INAVDJME;EURO STOXX Mid Index;www.ishares.com
759;ETF;iShares EURO STOXX Small UCITS ETF EUR (Dist);IE00B02KXM00;iShares;IQQS;IQQS.DE;IQQS GY;;0,40%;Distributing;Optimised;EUR;EUR;100000 EUR;1,50%;DJSCINAV.DE;INAVDJSE;EURO STOXX Small Index;www.ishares.com
760;ETF;iShares Euro Total Market Growth Large UCITS ETF EUR (Dist);IE00B0M62V02;iShares;IQQG;IQQG.DE;IQQG GY;;0,40%;Distributing;Full Replication;EUR;EUR;100000 EUR;1,20%;IDJGINAV.DE;INAVSGWE;EURO STOXX Total Market Growth Large Index;www.ishares.com
761;ETF;iShares Euro Total Market Value Large UCITS ETF EUR (Dist);IE00B0M62T89;iShares;IQQV;IQQV.DE;IQQV GY;;0,40%;Distributing;Full Replication;EUR;EUR;100000 EUR;1,20%;IDJVINAV.DE;INAVSVLE;EURO STOXX Total Market Value Large Index;www.ishares.com
762;ETF;iShares European Property Yield UCITS ETF EUR (Dist);IE00B0M63284;iShares;IQQP;IQQP.DE;IQQP GY;;0,40%;Distributing;Full Replication;EUR;EUR;100000 EUR;1,20%;IPRPINAV.DE;INAVEPRE;FTSE EPRA/NAREIT Developed Europe ex UK Dividend+ Index;www.ishares.com
763;ETF;iShares Global Corp Bond UCITS ETF USD (Dist);IE00B7J7TB45;iShares;IS0X;IS0X.DE;IS0X GY;;0,20%;Distributing;Optimised;USD;EUR;2500 shares;3,00%;CORPEINAV.DE;INAVCORE;Bloomberg Barclays Global Aggregate Corporate Bond Index;www.ishares.com
764;ETF;iShares Global High Yield Corp Bond UCITS ETF USD (Dist);IE00B74DQ490;iShares;IBC9;IBC9.DE;IBC9 GY;;0,50%;Distributing;Optimised;USD;EUR;2500 shares;3,00%;HYLDEINAV.DE;INAVYLDE;Markit iBoxx Global Developed Markets Liquid High Yield Capped Index;www.ishares.com
765;ETF;iShares MSCI AC Far East ex-Japan UCITS ETF USD (Dist);IE00B0M63730;iShares;IQQF;IQQF.DE;IQQF GY;;0,74%;Distributing;Optimised;USD;EUR;100000 EUR;3,00%;IFFFINAV.DE;INAVPACE;MSCI AC Far East ex Japan Index;www.ishares.com
766;ETF;iShares MSCI Brazil UCITS ETF USD (Dist);IE00B0M63516;iShares;IQQB;IQQB.DE;IQQB GY;;0,74%;Distributing;Full Replication;USD;EUR;100000 EUR;3,00%;IBZLINAV.DE;INAVBRAE;MSCI Brazil Index;www.ishares.com
767;ETF;iShares MSCI Eastern Europe Capped UCITS ETF USD (Dist);IE00B0M63953;iShares;IQQR;IQQR.DE;IQQR GY;;0,74%;Distributing;Optimised;USD;EUR;100000 EUR;3,00%;IEERINAV.DE;INAVEEPE;MSCI EM Eastern Europe 10/40 Index;www.ishares.com
768;ETF;iShares MSCI Europe ex-UK UCITS ETF EUR (Dist);IE00B14X4N27;iShares;IQQU;IQQU.DE;IQQU GY;;0,40%;Distributing;Optimised;EUR;EUR;100000 EUR;1,20%;IEUXINAV.DE;INAVEUKE;MSCI Europe ex UK Index;www.ishares.com
769;ETF;iShares MSCI Japan SRI EUR Hedged UCITS ETF (Acc);IE00BYVJRQ85;iShares;QDVN;QDVN.DE;QDVN GY;;0,35%;Accumulating;Full Replication;EUR;EUR;50000 EUR;2,50%;3XLJINAV.DE;INAVUSE;MSCI Japan SRI 100% EUR Hedged Index;www.ishares.com
770;ETF;iShares MSCI Japan UCITS ETF USD (Dist);IE00B02KXH56;iShares;IQQJ;IQQJ.DE;IQQJ GY;;0,59%;Distributing;Optimised;USD;EUR;100000 EUR;2,00%;IJPNINAV.DE;INAVIJPE;MSCI Japan Index;www.ishares.com
771;ETF;iShares MSCI Korea UCITS ETF USD (Dist);IE00B0M63391;iShares;IQQK;IQQK.DE;IQQK GY;;0,74%;Distributing;Full Replication;USD;EUR;100000 EUR;3,00%;IKORINAV.DE;INAVKORE;MSCI Korea Index;www.ishares.com
772;ETF;iShares MSCI North America UCITS ETF USD (Dist);IE00B14X4M10;iShares;IQQN;IQQN.DE;IQQN GY;;0,40%;Distributing;Optimised;USD;EUR;100000 EUR;1,20%;INAAINAV.DE;INAVMNAE;MSCI North America Index;www.ishares.com
773;ETF;iShares MSCI Taiwan UCITS ETF USD (Dist);IE00B0M63623;iShares;IQQT;IQQT.DE;IQQT GY;;0,74%;Distributing;Full Replication;USD;EUR;100000 EUR;3,00%;ITWNINAV.DE;INAVTAIE;MSCI Taiwan Index;www.ishares.com
774;ETF;iShares UK Dividend UCITS ETF GBP (Dist);IE00B0M63060;iShares;IQQD;IQQD.DE;IQQD GY;;0,40%;Distributing;Full Replication;GBP;EUR;100000 EUR;1,20%;IUKDINAV.DE;INAVUKDE;FTSE UK Dividend+ Index;www.ishares.com
775;ETF;iShares US Mortgage Backed Securities UCITS ETF USD (Dist);IE00BZ6V7883;iShares;QDVP;QDVP.DE;QDVP GY;;0,28%;Distributing;Optimised;USD;EUR;50000 EUR;2,50%;3XL2INAV.DE;INAVMBSE;Bloomberg Barclays US Mortgage Backed Securities Index;www.ishares.com
776;ETF;iShares $ Treasury Bond 7-10yr UCITS ETF USD (Dist);IE00B1FZS798;iShares;IUSM;IUSM.DE;IUSM GY;;0,07%;Distributing;Optimised;USD;EUR;100000 EUR;1,00%;ISTBINAV.DE;INAVTRBE;ICE U.S. Treasury 7-10 Year Bond Index;www.ishares.com
777;ETF;iShares € Govt Bond 15-30yr UCITS ETF EUR (Dist);IE00B1FZS913;iShares;IBCL;IBCL.DE;IBCL GY;;0,20%;Distributing;Optimised;EUR;EUR;100000 EUR;1,00%;IEGLINAV.DE;INAVGBFE;Bloomberg Barclays Euro Government Bond 30 Year Index;www.ishares.com
778;ETF;iShares € Govt Bond 3-5yr UCITS ETF EUR (Dist);IE00B1FZS681;iShares;IBCN;IBCN.DE;IBCN GY;;0,20%;Distributing;Optimised;EUR;EUR;100000 EUR;1,00%;IEGXINAV.DE;INAVGBTE;Bloomberg Barclays Euro Government Bond 5 Year Index;www.ishares.com
779;ETF;iShares € Govt Bond 7-10yr UCITS ETF EUR (Dist);IE00B1FZS806;iShares;IBCM;IBCM.DE;IBCM GY;;0,20%;Distributing;Optimised;EUR;EUR;100000 EUR;1,00%;IEGMINAV.DE;INAVGBSE;Bloomberg Barclays Euro Government Bond 7-10 Year Index;www.ishares.com
780;ETF;iShares Asia Property Yield UCITS ETF USD (Dist);IE00B1FZS244;iShares;IQQ4;IQQ4.DE;IQQ4 GY;;0,59%;Distributing;Full Replication;USD;EUR;100000 EUR;1,50%;IASPINAV.DE;INAVASPE;FTSE EPRA/NAREIT Developed Asia Dividend+ Index;www.ishares.com
781;ETF;iShares BRIC 50 UCITS ETF USD (Dist);IE00B1W57M07;iShares;IQQ9;IQQ9.DE;IQQ9 GY;;0,74%;Distributing;Full Replication;USD;EUR;100000 EUR;3,00%;BRICINAV.DE;INAVFBRE;FTSE BRIC 50 Index;www.ishares.com
782;ETF;iShares Developed Markets Property Yield UCITS ETF USD (Dist);IE00B1FZS350;iShares;IQQ6;IQQ6.DE;IQQ6 GY;;0,59%;Distributing;Full Replication;USD;EUR;100000 EUR;1,50%;IWDPINAV.DE;INAVGPYE;FTSE EPRA/NAREIT Developed Dividend+ Index;www.ishares.com
783;ETF;iShares Dow Jones Global Sustainability Screened UCITS ETF USD (Acc);IE00B57X3V84;iShares;IUSL;IUSL.DE;IUSL GY;;0,60%;Accumulating;Optimised;USD;EUR;100000 EUR;1,50%;IGSGEINAV.DE;INAVGSUE;DJ Sustainability World Enlarged ex Alcohol, Tobacco, Gambling, Armaments & Firearms and Adult Entertainment Index;www.ishares.com
784;ETF;iShares EM Infrastructure UCITS ETF USD (Dist);IE00B2NPL135;iShares;IUS8;IUS8.DE;IUS8 GY;;0,74%;Distributing;Full Replication;USD;EUR;100000 EUR;3,00%;DEININAV.DE;INAVEMI;S&P Emerging Markets Infrastructure Index;www.ishares.com
785;ETF;iShares Global Clean Energy UCITS ETF USD (Dist);IE00B1XNHC34;iShares;IQQH;IQQH.DE;IQQH GY;;0,65%;Distributing;Full Replication;USD;EUR;100000 EUR;1,50%;INRGINAV.DE;INAVNRGE;S&P Global Clean Energy Index;www.ishares.com
786;ETF;iShares Global Infrastructure UCITS ETF USD (Dist);IE00B1FZS467;iShares;IQQI;IQQI.DE;IQQI GY;;0,65%;Distributing;Full Replication;USD;EUR;100000 EUR;1,50%;INFRINAV.DE;INAVMQGE;FTSE Global Core Infrastructure Index;www.ishares.com
787;ETF;iShares Global Water UCITS ETF USD (Dist);IE00B1TXK627;iShares;IQQQ;IQQQ.DE;IQQQ GY;;0,65%;Distributing;Full Replication;USD;EUR;100000 EUR;1,50%;IH2OINAV.DE;INAVSGFE;S&P Global Water 50 Index;www.ishares.com
788;ETF;iShares J.P. Morgan $ EM Bond UCITS ETF USD (Dist);IE00B2NPKV68;iShares;IUS7;IUS7.DE;IUS7 GY;;0,45%;Distributing;Optimised;USD;EUR;100000 EUR;3,00%;IEMBINAV.DE;INAVJPE;J.P. Morgan EMBI Global Core Index;www.ishares.com
789;ETF;iShares Listed Private Equity UCITS ETF USD (Dist);IE00B1TXHL60;iShares;IQQL;IQQL.DE;IQQL GY;;0,75%;Distributing;Full Replication;USD;EUR;100000 EUR;1,50%;IPRVINAV.DE;INAVSGPE;S&P Listed Private Equity Index;www.ishares.com
790;ETF;iShares MSCI EM Latin America UCITS ETF USD (Dist);IE00B27YCK28;iShares;IUSC;IUSC.DE;IUSC GY;;0,74%;Distributing;Optimised;USD;EUR;100000 EUR;3,00%;LTAMINAV.DE;INAVLAME;MSCI EM Latin America 10/40 USD Index;www.ishares.com
791;ETF;iShares MSCI Europe SRI UCITS ETF EUR (Acc);IE00B52VJ196;iShares;IUSK;IUSK.DE;IUSK GY;;0,30%;Accumulating;Optimised;EUR;EUR;100000 EUR;1,50%;IESEEINAV.DE;INAVESUE;MSCI Europe SRI Select Reduced Fossil Fuel Index;www.ishares.com
792;ETF;iShares MSCI Turkey UCITS ETF USD (Dist);IE00B1FZS574;iShares;IQQ5;IQQ5.DE;IQQ5 GY;;0,74%;Distributing;Full Replication;USD;EUR;100000 EUR;3,00%;ITKYINAV.DE;INAVTUKE;MSCI Turkey Index;www.ishares.com
793;ETF;iShares US Aggregate Bond UCITS ETF USD (Dist);IE00B44CGS96;iShares;EUNX;EUNX.DE;EUNX GY;;0,25%;Distributing;Optimised;USD;EUR;100000 EUR;3,00%;IUAGEINAV.DE;INAVUAGE;Bloomberg Barclays US Aggregate Bond Index;www.ishares.com
794;ETF;iShares US Property Yield UCITS ETF USD (Dist);IE00B1FZSF77;iShares;IQQ7;IQQ7.DE;IQQ7 GY;;0,40%;Distributing;Full Replication;USD;EUR;100000 EUR;1,50%;IUSPINAV.DE;INAVUSPE;FTSE EPRA/NAREIT US Dividend+ Index;www.ishares.com
795;ETF;WisdomTree Enhanced Commodity UCITS ETF - USD;DE000A2AE1R9;WisdomTree;WTIC;WTIC.DE;WTIC GY;;0,35%;Accumulating;Swap-based;USD;EUR;100000 EUR;5,00%;;WCOAEIV;Optimised Roll Commodity Index;www.wisdomtree.eu/home
796;ETF;Xtrackers iBoxx EUR Corporate Bond Yield Plus UCITS ETF 1D;IE00BYPHT736;Xtrackers;XDEP;XDEP.DE;XDEP GY;;0,25%;Distributing;Optimised;EUR;EUR;3300 shares;5,00%;XDEPINAV.SG;XDEPIV;Markit iBoxx EUR Corporates Yield Plus Index;www.etf.dws.com
797;ETF;Invesco FTSE Emerging Markets High Dividend Low Volatility UCITS ETF Dist;IE00BYYXBF44;Invesco;EHDL;EHDL.DE;EHDL GY;;0,49%;Distributing;Full Replication;USD;EUR;50000 EUR;5,00%;EMHDEUiv.P;EMHDEUIV;FTSE Emerging Markets High Dividend Low Volatility Index;etf.invesco.com
798;ETF;iShares € Aggregate Bond UCITS ETF EUR (Dist);IE00B3DKXQ41;iShares;EUN4;EUN4.DE;EUN4 GY;;0,25%;Distributing;Optimised;EUR;EUR;100000 EUR;1,50%;EABEUR.DE;INAVEABE;Bloomberg Barclays Euro Aggregate Treasury Index;www.ishares.com
799;ETF;iShares € Corp Bond 1-5yr UCITS ETF EUR (Dist);IE00B4L60045;iShares;EUNT;EUNT.DE;EUNT GY;;0,20%;Distributing;Optimised;EUR;EUR;100000 EUR;1,50%;IE15EUR.DE;INAVIE1E;Bloomberg Barclays Euro Corporate 1-5 Year Bond Index;www.ishares.com
800;ETF;iShares € Corp Bond BBB-BB UCITS ETF EUR (Dist);IE00BSKRK281;iShares;IS06;IS06.DE;IS06 GY;;0,25%;Distributing;Optimised;EUR;EUR;100000 shares;2,50%;0J9KINAV.DE;INAVEBBE;Markit iBoxx EUR Corporates BBB-BB (5% Issuer Cap) Index;www.ishares.com
801;ETF;iShares € Corp Bond ex-Financials 1-5yr UCITS ETF EUR (Dist);IE00B4L5ZY03;iShares;EUNS;EUNS.DE;EUNS GY;;0,20%;Distributing;Optimised;EUR;EUR;100000 EUR;1,50%;IEX5EUR.DE;INAVIX1E;Bloomberg Barclays Euro Corporate ex Financials 1-5 Year Bond Index;www.ishares.com
802;ETF;iShares € Corp Bond ex-Financials UCITS ETF EUR (Dist);IE00B4L5ZG21;iShares;EUNR;EUNR.DE;EUNR GY;;0,20%;Distributing;Optimised;EUR;EUR;100000 EUR;1,50%;IEXFEUR.DE;INAVIEXE;Bloomberg Barclays Euro Corporate ex Financials Bond Index;www.ishares.com
803;ETF;iShares € Covered Bond UCITS ETF EUR (Dist);IE00B3B8Q275;iShares;IUS6;IUS6.DE;IUS6 GY;;0,20%;Distributing;Optimised;EUR;EUR;100000 EUR;1,50%;CBEUR.DE;INAVCBE;Markit iBoxx EUR Covered Index;www.ishares.com
804;ETF;iShares € Govt Bond 0-1yr UCITS ETF EUR (Dist);IE00B3FH7618;iShares;EUN6;EUN6.DE;EUN6 GY;;0,20%;Distributing;Optimised;EUR;EUR;100000 EUR;1,50%;ET01EUR.DE;INAVET0E;Bloomberg Barclays Euro Short Treasury (0-12 Months) Bond Index;www.ishares.com
805;ETF;iShares € Govt Bond 10-15yr UCITS ETF EUR (Dist);IE00B4WXJH41;iShares;EUN8;EUN8.DE;EUN8 GY;;0,20%;Distributing;Optimised;EUR;EUR;100000 EUR;1,00%;IBGZEUR.DE;INAVIBZE;Bloomberg Barclays Euro Government Bond 10-15 Year Index;www.ishares.com
806;ETF;iShares € Govt Bond 5-7yr UCITS ETF EUR (Dist);IE00B4WXJG34;iShares;EUN9;EUN9.DE;EUN9 GY;;0,20%;Distributing;Optimised;EUR;EUR;100000 EUR;1,00%;IBGYEUR.DE;INAVIBYE;Bloomberg Barclays Euro Government Bond 5-7 Year Index;www.ishares.com
807;ETF;iShares Core € Govt Bond UCITS ETF EUR (Dist);IE00B4WXJJ64;iShares;EUNH;EUNH.DE;EUNH GY;;0,09%;Distributing;Optimised;EUR;EUR;100000 EUR;1,00%;SEGAEUR.DE;INAVSEAE;Bloomberg Barclays Euro Treasury Bond Index;www.ishares.com
808;ETF;iShares Core MSCI Japan IMI UCITS ETF USD (Acc);IE00B4L5YX21;iShares;EUNN;EUNN.DE;EUNN GY;;0,15%;Accumulating;Optimised;USD;EUR;100000 EUR;2,00%;IJPAEUR.DE;INAVIJAE;MSCI Japan Investable Market Index;www.ishares.com
809;ETF;iShares Emerging Asia Local Govt Bond UCITS ETF USD (Dist);IE00B6QGFW01;iShares;IS0S;IS0S.DE;IS0S GY;;0,50%;Distributing;Optimised;USD;EUR;100000 EUR;3,00%;IGEAEINAV.DE;INAVGEAE;Bloomberg Barclays Emerging Markets Asia Local Currency Govt Country Capped Index;www.ishares.com
810;ETF;iShares Global Govt Bond UCITS ETF USD (Dist);IE00B3F81K65;iShares;EUN3;EUN3.DE;EUN3 GY;;0,20%;Distributing;Optimised;USD;EUR;100000 EUR;1,50%;CG7GGBEUR.DE;INAVCG7E;FTSE G7 Government Bond Index;www.ishares.com
811;ETF;iShares Global Inflation Linked Govt Bond UCITS ETF USD (Acc);IE00B3B8PX14;iShares;IUS5;IUS5.DE;IUS5 GY;;0,25%;Accumulating;Optimised;USD;EUR;100000 EUR;1,50%;GIEUR.DE;INAVGIE;Bloomberg Barclays World Government Inflation-Linked Bond Index;www.ishares.com
812;ETF;iShares J.P. Morgan EM Local Govt Bond UCITS ETF USD (Dist);IE00B5M4WH52;iShares;IUSP;IUSP.DE;IUSP GY;;0,50%;Distributing;Optimised;USD;EUR;100000 EUR;3,00%;SEMLEINAV.DE;INAVEMLE;J.P. Morgan GBI EM Global Diversified 10% Cap 1% Floor Index;www.ishares.com
813;ETF;iShares MSCI EM Small Cap UCITS ETF USD (Dist);IE00B3F81G20;iShares;EUNI;EUNI.DE;EUNI GY;;0,74%;Distributing;Optimised;USD;EUR;100000 EUR;3,00%;EMSCEUR.DE;INAVEMSE;MSCI Emerging Markets Small Cap Index;www.ishares.com
814;ETF;iShares MSCI EM UCITS ETF USD (Acc);IE00B4L5YC18;iShares;EUNM;EUNM.DE;EUNM GY;;0,68%;Accumulating;Optimised;USD;EUR;100000 EUR;3,00%;IEMAEUR.DE;INAVIEME;MSCI Emerging Markets Index;www.ishares.com
815;ETF;iShares MSCI Pacific ex-Japan UCITS ETF USD (Dist);IE00B4WXJD03;iShares;EUNJ;EUNJ.DE;EUNJ GY;;0,60%;Distributing;Full Replication;USD;EUR;100000 EUR;2,00%;SPXJEUR.DE;INAVPXJE;MSCI Pacific ex Japan Index;www.ishares.com
816;ETF;iShares S&P SmallCap 600 UCITS ETF USD (Dist);IE00B2QWCY14;iShares;IUS3;IUS3.DE;IUS3 GY;;0,40%;Distributing;Optimised;USD;EUR;100000 EUR;1,50%;4MYBINAV.DE;INAVSPE;S&P Small Cap 600 Index;www.ishares.com
817;ETF;WisdomTree Global Quality Dividend Growth UCITS ETF - USD Acc;DE000A2AHL75;WisdomTree;WTEM;WTEM.DE;WTEM GY;;0,38%;Accumulating;Optimised;USD;EUR;100000 EUR;3,00%;.GGRAEIV;GGRAEIV;WisdomTree Global Developed Quality Dividend Growth Index;www.wisdomtree.eu/home
818;ETF;WisdomTree US Quality Dividend Growth UCITS ETF - USD Acc;DE000A2AGPX1;WisdomTree;WTDM;WTDM.DE;WTDM GY;;0,33%;Accumulating;Optimised;USD;EUR;100000 EUR;2,00%;.DGRAEIV;DGRAEIV;WisdomTree US Quality Dividend Growth Index;www.wisdomtree.eu/home
819;ETF;iShares Fallen Angels High Yield Corp Bond UCITS ETF;IE00BYM31M36;iShares;QDVQ;QDVQ.DE;QDVQ GY;;0,50%;Distributing;Optimised;USD;EUR;50000 EUR;2,50%;3XLPINAV.DE;INAVINE;Bloomberg Barclays Global Corporate ex EM Fallen Angels 3% Issuer Capped Index;www.ishares.com
820;ETF;iShares € Corp Bond Financials UCITS ETF EUR (Dist);IE00B87RLX93;iShares;IS3B;IS3B.DE;IS3B GY;;0,20%;Distributing;Optimised;EUR;EUR;2500 shares;2,50%;DN2VINAV.DE;INAVUCFE;Bloomberg Barclays Euro Aggregate Financials Index;www.ishares.com
821;ETF;iShares € Corp Bond Interest Rate Hedged UCITS ETF EUR (Dist);IE00B6X2VY59;iShares;IS0Y;IS0Y.DE;IS0Y GY;;0,25%;Distributing;Optimised;EUR;EUR;2500 shares;3,00%;IRCPEINAV.DE;INAVRCPE;Bloomberg Barclays Euro Corporate Bond Interest Rate Hedged Index;www.ishares.com
822;ETF;iShares Edge MSCI EM Minimum Volatility UCITS ETF USD (Acc);IE00B8KGV557;iShares;EUNZ;EUNZ.DE;EUNZ GY;;0,40%;Accumulating;Optimised;USD;EUR;100000 shares;3,00%;EMMVEINAV.DE;INAVMMVE;MSCI Emerging Markets Minimum Volatility Index;www.ishares.com
823;ETF;iShares Edge MSCI Europe Minimum Volatility UCITS ETF EUR (Acc);IE00B86MWN23;iShares;EUN0;EUN0.DE;EUN0 GY;;0,25%;Accumulating;Optimised;EUR;EUR;3000 shares;1,50%;MVEUEINAV.DE;INAVVEUE;MSCI Europe Minimum Volatility Index;www.ishares.com
824;ETF;iShares Edge MSCI World Minimum Volatility UCITS ETF USD (Acc);IE00B8FHGS14;iShares;IQQ0;IQQ0.DE;IQQ0 GY;;0,30%;Accumulating;Optimised;USD;EUR;100000 shares;3,00%;MVOLEINAV.DE;INAVVOLE;MSCI World Minimum Volatility Index;www.ishares.com
825;ETF;iShares Edge S&P 500 Minimum Volatility UCITS ETF USD (Acc);IE00B6SPMN59;iShares;IBCK;IBCK.DE;IBCK GY;;0,20%;Accumulating;Optimised;USD;EUR;3000 shares;1,50%;SPMVEINAV.DE;INAVPMVE;S&P 500 Minimum Volatility Index;www.ishares.com
826;ETF;iShares EM Dividend UCITS ETF USD (Dist);IE00B652H904;iShares;EUNY;EUNY.DE;EUNY GY;;0,65%;Distributing;Optimised;USD;EUR;100000 shares;3,00%;IEDYEINAV.DE;INAVEDYE;DJ Emerging Markets Select Dividend Index;www.ishares.com
827;ETF;iShares Germany Govt Bond UCITS ETF EUR (Dist);IE00B5V94313;iShares;IS0L;IS0L.DE;IS0L GY;;0,20%;Distributing;Optimised;EUR;EUR;100000 EUR;1,50%;IDEUEINAV.DE;INAVDEUE;Bloomberg Barclays Germany Treasury Bond Index;www.ishares.com
828;ETF;iShares Global AAA-AA Govt Bond UCITS ETF USD (Dist);IE00B87G8S03;iShares;IS0Z;IS0Z.DE;IS0Z GY;;0,20%;Distributing;Optimised;USD;EUR;2500 shares;1,50%;IAAAEINAV.DE;INAVAAAE;Bloomberg Barclays Global Government AAA-AA Capped Bond Index;www.ishares.com
829;ETF;iShares Global Corp Bond EUR Hedged UCITS ETF (Dist);IE00B9M6SJ31;iShares;IBCQ;IBCQ.DE;IBCQ GY;;0,25%;Distributing;Optimised;EUR;EUR;2500 shares;2,50%;X22AINAV.DE;INAVRPHE;Bloomberg Barclays Global Aggregate Corporate Bond EUR Hedged Index;www.ishares.com
830;ETF;iShares Gold Producers UCITS ETF USD (Acc);IE00B6R52036;iShares;IS0E;IS0E.DE;IS0E GY;;0,55%;Accumulating;Full Replication;USD;EUR;100000 EUR;3,00%;IAUPEINAV.DE;INAVAUPE;S&P Commodity Producers Gold Index;www.ishares.com
831;ETF;iShares Italy Govt Bond UCITS ETF EUR (Dist);IE00B7LW6Y90;iShares;IS0M;IS0M.DE;IS0M GY;;0,20%;Distributing;Optimised;EUR;EUR;100000 EUR;1,50%;IITBEINAV.DE;INAVITBE;Bloomberg Barclays Italy Treasury Bond Index;www.ishares.com
